state,city,WARD_NO,ward_name,area_km2,LST_mean,LST_min,LST_max,LST_hotspot,heat_score,UHI_all_mean,UHI_all_stdDev,UHI_built_mean,nighttemp_hotspot,ndvi_mean,nightLST_mean,treeProb_mean,vegDeficit_mean,dwBuiltProb_mean,ghslDensity_mean,dimness_mean,totalPop,popDensity,riskScore,popAtRisk,exposureRate,pop_priority_level,builtAlbedo_mean,builtAlbedo_min,builtAlbedo_max,coolRoofPriorityScore,darkRoofArea_km2,potentialCooling_C,estimatedCost_Lakhs,builtFrac_pct,coolroof_priority_level,treePriorityScore,currentCanopy_pct,canopyDeficit_ha,treesNeeded,saplingsToPlant,totalCost_Lakhs,greeningUrgency,popInLowCanopy,tree_priority_level,activityHeatScore,dayLST,nightLST,avgLST_24h,ntl_mean,activity_priority_level,informalHousingScore,buildingDensity,vegetationDeficit,nightlightDimness,informal_priority_level,riskIndex,hazardIndex,exposureIndex,vulnerabilityIndex,priority_level
Uttar Pradesh,Varanasi,87,Agaganj,0.07806091399137992,44.24212344277442,43.20309524000004,44.71386008000002,1.0938676434534287,44.54157690883234,3.6486567546264155,0.34637206424714084,3.6486567546264155,0.8280295949223917,0.14330295955472977,21.979085450695727,0.0,99.38680679298601,39.216193212508145,92.96983225031555,29.117073361470652,1693.1797108968099,21690.493030657875,164.39610316083522,1693.1797108968099,100,High,0.1742034374970455,0.10403901666666668,0.2781046666666666,85.14161329529823,0.019639589291908757,14.193218750098483,37.31521965462664,100.0,High,185.62543674344488,0.0,1.5573820638050215,234.0,316.0,4.424,CRITICAL,1800.8495623420265,Medium,142.64541018388306,33.27587301587304,21.948825396825423,27.61234920634923,38.773723178439674,Medium,57.782039340601884,96.65228991860816,99.76200372051241,19.807552490164323,Medium,2.935216422300451,1.73943071578223,7.434953956301147,1.9553971040088536,Medium
Uttar Pradesh,Varanasi,84,Kamalpura,0.08100065804788793,44.185699252350574,43.33639801999999,44.94970346000002,1.0374434530295815,44.505850541705186,3.5922325642025696,0.25217171137000977,3.5922325642025696,0.8949617738545693,0.14901167436561777,22.05920539237179,0.0,99.76281715363785,48.09809436908839,84.41676082076587,30.990362002143502,1824.7995958515244,22528.207052005615,163.4619919905726,1824.7995958515244,100,High,0.1697895652762945,0.09470440000000001,0.27974129999999997,87.50881879775729,0.021094261794643406,14.340347824123514,40.079097409822474,100.0,High,184.1070634869521,0.0,1.6184732155991544,243.0,329.0,4.606,CRITICAL,1916.0095558316098,Medium,147.42845888412504,33.70488636363639,22.0157575757576,27.860321969696997,37.978889465332024,Medium,57.966486475736026,90.47545515291702,99.89178370265054,21.67776581799376,Medium,3.071746670181806,1.7565388324650044,7.509773304776768,2.197210196977228,High
Uttar Pradesh,Varanasi,90,Madanpura,0.08322251634947087,44.320789351021915,42.92452661000004,45.54272993000001,1.1725335517009228,44.93130521793515,3.727322662873922,0.5072493975816562,3.7324102694425694,-0.03763707174427213,0.1377249880268672,21.38345727580376,0.0,98.66899241919262,41.356641678604,77.5974659076925,22.671713843875807,813.5466471054975,9775.559341287211,143.13567879680025,813.5466471054975,100,Medium,0.1712471216537329,0.10192960000000001,0.26926413333333327,88.4212855420108,0.021355776615403887,14.291762611542236,40.575975569267385,99.65235899255056,High,181.40555610234486,0.0,1.6554878454145534,249.0,337.0,4.718,CRITICAL,807.3621873444204,Medium,102.96510992371314,32.40321428571432,21.08315873015876,26.743186507936542,43.104999426639445,Low,48.22571084578795,83.51803301494425,98.95179630490328,13.501916846194165,Low,2.483579153145517,1.199804558893792,6.702631697249943,1.9049261933015402,Low
Uttar Pradesh,Varanasi,35,Kazipura,0.09248270855847307,43.47325345252608,41.97944408000001,44.73265919000005,0.324997653205088,44.10000508875784,2.8797867643780766,0.5374196003790788,2.9492115978424263,1.025662531430324,0.15015313461601418,22.054253353581398,0.0,98.84796228312933,45.092757173717615,88.13454536738855,22.627429960756675,2210.776025330787,23904.749977483658,123.78969055774989,2210.776025330787,100,Low,0.1680646670815817,0.05950385,0.2587261333333333,69.64105739941535,0.022899045067743776,14.397844430613942,43.50818562871317,93.83518582223225,Low,154.6001182055253,0.0,1.7593627102743843,264.0,357.0,4.998,CRITICAL,2303.206663602941,Low,157.32764765951086,33.54220238095242,22.14645833333336,27.844330357142887,41.24169855380277,High,49.3836499019842,91.35060543822054,99.3923151397839,13.686404682472524,Low,2.8809744325833155,1.4772530533469834,7.701551103144402,2.1017696409039948,Medium
Uttar Pradesh,Varanasi,82,Kachchibandhubag,0.09526881361625943,43.82462175359105,43.15524296000001,44.91894128000001,0.6763659542700609,44.28794385650993,3.2311550654430445,0.29467054928543224,3.2311550654430445,0.7565375314303289,0.18193940224295346,21.87733333333336,0.0,99.84262683416243,54.09074987238504,79.00044210895766,23.788814637914854,2041.0411526549096,21424.021935196717,138.69501868371682,2041.0411526549096,100,Medium,0.16670945892086567,0.09143395000000001,0.3175861125,82.75826179563232,0.025396863429756836,14.443018035971143,48.254040516537984,100.0,Medium,170.7174036536265,0.0,1.9041746900140766,286.0,387.0,5.418,CRITICAL,2132.8283086440138,Low,140.19467216255384,33.01333333333336,21.87733333333336,27.44533333333336,39.43299157278879,Medium,50.442156795257375,85.8060553583337,99.83240469145042,14.707529247659853,Medium,2.9209020757528394,1.4875476643834493,7.62170515163364,2.1980013645987797,Medium
Uttar Pradesh,Varanasi,76,Baluabeer,0.10029401372826682,44.025020690431525,43.15524296000001,44.74462226000003,0.8767648911105326,44.38655215712947,3.4315540022835007,0.3488881359128285,3.4342848148024143,0.677668483811282,0.15857254811386154,21.847451185001802,0.0,97.77543783058853,49.641506077770515,85.98365289535194,26.64660284220672,2019.1462589637904,20132.270949235277,152.15935325646922,2019.1462589637904,100,Medium,0.1752012364141445,0.0931518,0.2673058,80.47466393993056,0.024955390099016216,14.159958786195181,47.41524118813081,99.68942080591692,Medium,179.12442047461298,0.0,1.9879997371675246,299.0,404.0,5.656,CRITICAL,2192.8156056123626,Medium,134.64407817464803,32.845773809523834,21.798464285714314,27.322119047619076,38.85409074263139,Medium,54.100277111289444,91.19708846169323,98.89063337039963,17.32332069750461,Medium,2.769524148914938,1.5328657353269062,7.610925193201723,1.8208488629713764,Low
Uttar Pradesh,Varanasi,71,,0.10633466916760333,44.34988509209358,43.26803762000003,44.83007276000001,1.2016292927725871,44.59897117539248,3.756418403945576,0.26168814322207823,3.756418403945576,0.2923232457160435,0.15964899720389772,21.435666666666698,0.0,97.14167369553503,41.18442790373883,87.12395507225095,27.49653392618226,1868.9119518205232,17575.75366952775,164.32762901585042,1868.9119518205232,100,High,0.1757843128564624,0.08524340000000001,0.26527399999999995,85.57506240858694,0.026416867995669172,14.140522904784586,50.19204919177143,100.0,High,190.1333873567767,0.0,2.102334693096475,316.0,427.0,5.978,CRITICAL,1972.4226204666438,Medium,105.0303978103115,31.968724489795942,21.413119047619073,26.690921768707508,38.433249696095785,Low,55.49487461700135,93.67076096237398,98.4632120169325,18.31683259302174,Medium,2.69929504880355,1.434377999764302,7.533646624152163,1.8200453675908572,Low
Uttar Pradesh,Varanasi,73,Lallapura Kala,0.10763032232176893,43.69047480290547,42.93648968000002,45.18554684000003,0.5422190035844778,44.45879840087166,3.0970081147574753,0.5302545586269057,3.0970081147574753,1.0652041980969904,0.16264323842894007,22.159781366732613,0.0,99.60067109359946,43.05131060395309,88.7488779812646,17.734659695317564,1836.9336190018,17067.064182063386,120.86644311794998,1836.9336190018,100,Low,0.16896554063736405,0.08666370000000001,0.27002315,78.47088522773056,0.028206562192918477,14.367815312087863,53.59246816654511,100.0,Medium,163.4964622296054,0.0,2.149161774385603,323.0,437.0,6.118,CRITICAL,1789.9267629586013,Low,170.00583305784056,33.81114285714289,22.186000000000025,27.99857142857146,46.32636694622854,High,44.21300051164312,93.61147752899016,99.56625286069723,8.826216557925944,Low,2.847449253687345,1.583465171583398,7.516397186377584,1.939767783521133,Medium
Uttar Pradesh,Varanasi,79,Hadaha,0.1192463270704653,44.43605769026197,43.883281220000015,45.45386141,1.287801890940976,44.93797026207859,3.84259100211399,0.3450562143128765,3.84259100211399,0.7057782721710733,0.12644554896691546,21.71887260706536,0.0,100.0,34.251776581592225,87.90243060004244,7.772875277489117,2146.0426093008005,17996.718741975645,95.98344204692755,2146.0426093008005,100,Low,0.17788220470829494,0.10811580000000001,0.34456519999999996,85.08848322373122,0.029124197116957573,14.070593176390167,55.335974522219395,100.0,High,194.41053159000583,0.0,2.3849265414093064,358.0,484.0,6.776,CRITICAL,2322.1629666795916,High,161.63860885528197,32.813500000000026,21.826574074074106,27.320037037037068,52.61999975884711,High,31.407098660248305,91.47519540847325,99.99855835895818,3.8089357330752343,Low,2.5116631342764,1.7526172278520398,7.671846643653348,1.178412075272933,Low
Uttar Pradesh,Varanasi,51,Dadanagar,0.13332450407781876,44.421896575126794,43.81150280000003,45.257325260000016,1.2736407758058021,44.816654742538034,3.8284298869787876,0.28551629808224505,3.8284298869787876,0.6725751658389327,0.15950327492008312,21.87069255234565,0.0,98.39063349895468,48.88451993425794,79.16599031143413,23.097374249606204,2453.2863499360924,18400.866119135608,156.02898044442702,2453.2863499360924,100,Medium,0.1774409471194559,0.09090693333333333,0.29562549999999993,85.2633466403179,0.03268024989109141,14.085301762684802,62.092474793073684,100.0,High,194.6561648659961,0.0,2.6438332078686932,397.0,536.0,7.504,CRITICAL,2532.464362679276,High,139.19883568454995,32.80375806451615,21.793370967741964,27.29856451612906,40.85442833384131,Medium,49.42960523604792,85.89059631829946,99.03438210587181,14.197506745468779,Low,2.7803900834777098,1.7235200687072227,7.805591305478979,1.5976992809146424,Low
Uttar Pradesh,Varanasi,66,Prahaladghat,0.1338299702917202,44.376683847808636,40.21232773999998,45.57861914,1.2284280484876433,45.030298708553744,3.7832171596606052,0.9544490667844002,3.8909259153540896,-0.20256050778536092,0.16301765778994212,21.220243234932372,0.0,97.43001586611169,45.24852604024505,63.21127572253803,24.342545642341218,1419.3476174148855,10605.603620183258,138.2222531976728,1419.3476174148855,100,Medium,0.17856392632000864,0.09485880000000001,0.2625708,79.04285720282284,0.030601750838380425,14.047869122666377,58.143326592922804,94.14888489198718,Medium,188.6331979391432,0.0,2.4736899913619945,372.0,503.0,7.042,CRITICAL,1484.773503322227,Medium,72.04638194601777,30.613806022408976,20.91823529411767,25.766020658263322,36.541928634144895,Low,43.90608301341128,71.73969905662133,98.23876370385146,16.05171959093216,Low,2.2716807635632947,1.1169990771874287,7.25865692163283,1.4458818862922993,Low
Uttar Pradesh,Varanasi,88,Rasulpura,0.13773716282705617,44.246314183511615,43.343234059999986,45.08471524999999,1.0980583841906224,44.742959202053484,3.652847495363612,0.4014351099193558,3.651655206974638,0.944204198096994,0.17425952719380455,22.06395301898139,0.0,98.70922682915055,49.960441228405664,81.78016536919237,35.799144182359704,2907.975613911947,21112.498284600384,174.4734381942717,2907.975613911947,100,High,0.1704156209539367,0.0940973,0.2628946,87.61636907387289,0.03548321910488449,14.319479301535443,67.41811629928053,99.40065184009026,High,189.64439787969062,0.0,2.7404937498937056,412.0,557.0,7.798,CRITICAL,2906.2328218647076,Medium,145.96238032942176,33.70250000000002,22.065000000000026,27.883750000000024,36.12576238366942,Medium,61.34705901728713,87.85744960932092,99.33391488042088,26.383147563654262,Medium,3.1900814122570678,1.8190609815202312,7.975556275480328,2.237675245902176,High
